1,일반대화,"오늘 날씨 진짜 좋다. 어디 놀러 가고 싶네.
그러게. 미세먼지도 없고 하늘도 파랗고.
가까운 공원이라도 갈까?
좋아!"
2,일반대화,"어제 본 드라마 너무 슬프더라.
나도 봤어. 주인공들 감정 연기가 대박이었어.
마지막 장면에서 나 울었잖아.
나도 눈물 콧물 다 뺐어."
3,일반대화,"오늘 점심 뭐 먹을까?
음... 파스타 어때?
오, 좋다! 맛있는 파스타집 아는데 같이 갈래?
응, 가자!"
4,일반대화,"이번 주말 계획 있어?
아직 특별한 건 없어. 너는?
친구들이랑 캠핑 가기로 했어.
와, 재밌겠다!"
5,일반대화,"새로 나온 아이폰 봤어?
응, 디자인 예쁘더라.
기능도 엄청 좋아졌대.
가격이 너무 비싸서 엄두가 안 나."
6,일반대화,"퇴근하고 뭐 할 거야?
헬스장 가서 운동하려고.
와, 대단하다. 나는 바로 집으로 갈 건데.
건강 챙겨야지."
7,일반대화,"오늘따라 커피가 엄청 땡기네.
나도. 벌써 두 잔이나 마셨어.
카페인 중독인가?
끊을 수가 없어."
8,일반대화,"집에 가는 길에 빵 좀 사다 줄 수 있어?
응, 무슨 빵 사다 줄까?
팥빵이랑 크림빵!
알았어."
9,일반대화,"강아지 산책시키는데 너무 귀여운 거 있지.
무슨 종인데?
푸들인데 털이 복슬복슬해.
나도 강아지 키우고 싶다."
10,일반대화,"오늘 회의 너무 길었어.
진짜. 끝도 없이 이어지더라.
다음 회의는 좀 짧게 했으면 좋겠다.
내 말이."
11,일반대화,"어제 꿈에 로또 번호 나왔어!
진짜? 몇 번인데?
비밀이야! 이번 주에 꼭 사볼 거야.
대박 나길 바라!"
12,일반대화,"요즘 스트레스가 너무 심해.
무슨 일 있어?
그냥 회사 일이 너무 많아.
힘내! 주말에 푹 쉬어."
13,일반대화,"오늘 저녁은 간단하게 라면 먹을까?
좋아! 김치랑 같이 먹으면 꿀맛이지.
콜! 나 김치 진짜 좋아해.
그럼 물 끓여야겠다."
14,일반대화,"새로운 영화 개봉했던데 봤어?
아직 못 봤어. 재밌어?
응, 액션신이 장난 아니야.
그럼 이번 주말에 보러 가야겠다."
15,일반대화,"운전면허 딴 거 축하해!
고마워! 이제 드디어 나도 차 끌 수 있다!
조심해서 운전해야 해.
당연하지!"
16,일반대화,"오늘따라 기분이 울적하네.
무슨 안 좋은 일 있었어?
딱히 그런 건 아닌데 그냥 그래.
맛있는 거 먹으러 갈까?"
17,일반대화,"취업 준비는 잘 돼가?
아직 계속 서류 넣고 있어.
힘들겠지만 포기하지 마.
응, 고마워."
18,일반대화,"주말에 등산 갔는데 풍경이 너무 멋있더라.
와, 진짜? 어디로 갔는데?
북한산! 완전 힐링 됐어.
나도 등산 가고 싶다."
19,일반대화,"오늘 미용실 가서 머리 잘랐어.
오, 예쁘다! 스타일 잘 어울려.
고마워! 기분 전환됐어.
역시 머리 스타일 바꾸는 게 최고야."
20,일반대화,"내일 친구 생일 파티인데 뭐 사가지고 가지?
친구가 좋아하는 거 알면 그거 사가거나 아니면 그냥 케이크랑 선물세트 무난하지.
그래야겠다. 고민돼."
21,일반대화,"어제 유튜브 보다가 웃긴 영상 찾았어.
뭔데 뭔데?
완전 엽기적인 고양이 영상이야.
당장 봐야겠다!"
22,일반대화,"오늘따라 유난히 피곤하네.
무슨 일 있었어?
그냥 잠을 잘 못 잤어.
따뜻한 물에 샤워하고 푹 자."
23,일반대화,"이번 달 카드값 보고 깜짝 놀랐어.
얼마나 나왔는데?
상상 초월... 아껴 써야지.
나도 그래."
24,일반대화,"새로 생긴 카페 분위기 너무 좋더라.
어디에 있는데?
우리 동네! 인테리어가 완전 내 스타일이야.
나도 한번 가봐야겠다."
25,일반대화,"오늘따라 괜히 센치해지는 기분이야.
무슨 일 있어?
아니, 그냥 하늘이 흐려서 그런가.
날씨가 기분에 영향을 줄 때가 있죠."
26,일반대화,"집에만 있으니까 너무 답답해. 어디라도 나가고 싶은데.
집에만 계시니 답답하시겠어요.
응, 카페 가서 커피라도 한잔하고 올까 봐.
기분 전환에 도움이 될 것 같아요."
27,일반대화,"친구가 갑자기 연락이 끊겨서 걱정돼. 무슨 일 있는 건 아니겠지?
친한 분이 연락이 안 되니 걱정되시겠어요.
응, 평소에 연락도 자주 하던 친구인데.
혹시 무슨 일 있는 건 아닌지 염려되네요."
28,일반대화,"이번 주말에는 푹 쉬고 싶다. 아무것도 안 하고.
이번 주말은 온전히 휴식을 취하고 싶으시군요.
응, 평일에 너무 지쳤어.
충분한 휴식으로 재충전하시길 바라요."
29,일반대화,"새로운 취미를 한번 가져볼까 하는데 뭐가 좋을지 모르겠어.
새로운 취미를 찾고 계시는군요.
응, 뭔가 재미있는 거 없을까?
혹시 관심 있는 분야가 있으신가요?"
30,일반대화,"오늘 점심 메뉴는 뭘로 할까? 매일 먹는 게 지겨워.
오늘 점심 메뉴를 고민 중이시군요.
응, 새로운 메뉴를 먹고 싶은데 딱히 떠오르는 게 없어.
혹시 특별히 드시고 싶은 음식 있으세요?"
31,일반대화,"퇴근길에 맛있는 빵집에 들렀는데 냄새가 너무 좋더라.
퇴근길에 맛있는 빵집을 발견하셨군요.
응, 그냥 지나칠 수가 없었어.
저도 갓 구운 빵 냄새 정말 좋아해요."
32,일반대화,"오랜만에 영화 보러 갔는데 너무 재미있었어.
오랜만에 영화를 보시고 즐거우셨다니 좋네요.
응, 스트레스가 확 풀리는 기분이었어.
역시 가끔 문화생활을 하는 것도 좋은 것 같아요."
33,일반대화,"반려견이 요즘 부쩍 애교가 많아진 것 같아.
반려견이 더 사랑스러워졌나 보네요.
응, 졸졸 따라다니고 꼬리도 살랑살랑 흔들고.
정말 보기만 해도 행복해져요."
